用户名,评论时间,评论内容,评分,赞同数,情感
盲忙,2023/4/15 10:58,种草！感觉没有看剧版亏了一个亿，谁不想知道三位女主和前男友们都发生了些什么呢！我不想把它称作中国版《欲望都市》，因为看到的并非欲望，而是在现代中国都市中努力生活、努力去爱的她们，但欣喜的是我们终于看到了一部喜剧底色的中国都市女性群像，我想感慨其中真实的一点在于：爱很美味，但在工作面前它似乎只是佐料，男友可以换，唯有友情最长久。而从电影本身的角度来看，开始的饭局，中间的吵架，结尾的年会，三场戏作为起、转、收也相当精彩！（几个男生里最喜欢向东流）,40,5,1
HarperDie,2023/4/5 23:29,陈正道太适合去拍一部纯粹的歌舞片了，片头和结尾的氛围塑充满娱乐性。剧情本身反倒因为电影的篇幅局限，有些填充性质压过解构两性关系、女性生活本身，话题难以展开。P.S. 采访完三姐妹，三姐妹问我最喜欢片中哪个男演员？？？我还乖乖回答了……,30,6,1
羽生结衣,2023/4/15 17:07,我最佩服的角色是夏梦，最向往的角色是方欣，但最让我共情的角色是不怎么特别的刘净，世另我，拧巴又倔强,50,4,1
秀美,2023/4/14 20:35,就是电视剧版换个大银幕而已，一样不错看啦！,40,2,1
胖丁顿熊,2023/4/13 19:46,远不如剧版精彩，对于一部电影来说实在是普通而套路,30,7,1
Pincent,2023/4/17 12:41,2.9 综艺时代，让一切悬浮在舞台上。,30,0,1
又又,2023/4/16 19:29,像是连续看了几集电视剧，哎，要不是之前看了剧可能真的看不下去，节奏好慢（可能因为剧版我两倍速看）。山木这演员是没档期了吗怎么突然就把他们俩写分了好奇怪，最不喜欢张挺了感觉他俩下季肯定分，还是最喜欢王菊的角色。,30,1,1
kissの樱,2023/4/14 2:54,3.5星。对男女相处的细节刻画着实有趣，且表现女性在婚育、工作、竞争方面的不易也确实很能感同身受，尤其是王菊角色试图和男客户打成一片的心路历程真是非常心疼。但，爱情线还真没什么心动的感觉（处于稳定期了？），且部分男友可以说是“工具人”，三个女人在恋情不顺时闹掰的戏码有些过于drama ，只能扣掉半星,30,0,1
已注萧,2023/4/20 22:38,好看！别忘了带纸巾！,40,0,1
冰博克小姐,2023/4/15 21:14,最后的舞蹈是最大的灾难啊……,20,12,0
Qtn,2023/4/27 3:01,不合逻辑剧情不少，但会调教演员的导演能让一切至少看起来更说得通。另外不得不再感慨下最能捕捉到国内都市生活质地并把它包装得让人产生些由衷好感的电影主创居然是台湾人……,40,1,1
SundanceKid??,2023/4/8 21:48,选Scissor Sisters的歌品味真不错。作为剧场版对角色的延伸简单、明快，有符合宣传男人不打紧，但能养眼。而女性的一些困境诚恳交谈，摇摆或笃定，都能去体验每种酸甜。饮食冠以情感还是做得贴切，方欣消不下去的过敏，卡在中间慢慢期待，夏梦和男友便利店一通碳水就能聊得通透。刘净的不干脆不坦率，也和剧里一样是最难让人喜欢，但最能感触到的,40,1,1
今日店休,2023/4/28 9:21,挺不错的,40,0,1
李盒子,2023/4/17 22:18,剧粉圆满了！（一开头的小时代什么鬼啊哈哈哈哈）,40,1,1
下落不明,2023/4/22 19:19,既然不能超越时代，便去忠实记录时代；若不能离开过去，便回到未来。,30,1,1
pagliacci,2023/4/14 22:24,陈思诚翻拍小时代，就不能让拍电影的赚太多。,20,4,0
墨涅涅??,2023/4/15 18:44,又好笑又心酸，方欣同事羊水破了淡定开口：“那我先去生个孩子”，结合我的实际经验看，这事儿还真不夸张。,50,2,1
Lynchman,2023/4/15 2:20,对剧粉异常友好的一部售后式大电影。陈正道在两小时的银幕时间里，几乎精缩了半部网剧的故事量，而三女主最终融汇的各自分线也没有太过潦草，致敬/模仿《芝加哥》式歌舞片的野心也有着趣味表达。也许是接力原剧的鸡贼时间差，《爱很美味》继网剧诠释口罩社会景观后，又惊人地出现了密接隔离情节点，加得理所应当而又满是令人会心苦笑的邪恶冒犯。,40,5,1
Jouliey,2023/4/8 16:38,不会拍电影可以别拍，30岁的小时代是吧，依托答辩。,10,6,0
百代过客,2023/4/23 2:58,市场角度看，这片子走流媒体效果会更好，总比现在炮灰好。,30,1,1
北纬三十四,2023/4/8 17:12,镜头，表演等等太电视剧了，甚至电视剧中间拿出最好的两集都比这更有电影感和张力。人物塑造和情感转变还是浮皮潦草了些，问题与矛盾三两句鸡汤似乎就能解决了。很难不让人怀疑，是不是导演把电视剧剪辑剩下的边角料拿出来拼凑拼凑就上映了？没了多金奶狗宋超，多了神似年轻时段奕宏的向东流算是一个小惊喜了。,20,7,0
喵一声,2023/4/21 2:12,不太像电影的电影，但很好看！快点出电视剧吧，电影不够看！,40,4,1
McMurphy,2023/4/15 11:42,"好喜欢好喜欢好喜欢
美味三姐妹可不可以一直拍下去??????",50,1,1
很好很会吃米,2023/4/5 16:20,人生好难，最难是过自己这关。,50,5,1
尾藻鱼,2023/4/25 20:41,比想象中差太多了也……没看过剧，看完这个也不想去看剧了。除了刘净其他两个角色的成长困境完全就是自找，导致后期根本无法共情主角情绪的崩塌，更无法体会由崩到喜的转变。比较好的点是虽然情节不够支撑主角这样强烈的情绪转变，但一些细节非常的写实。好友之间的交谈、恋人之间的相处，生活上的小烦恼。观众都能在自己的生活找到对应，尤其是三位主角在餐厅吃饭的片段，节奏快，信息量大，真实而又有趣。也许可以不用强行追求什么大起大落的心境，如同《爱情神话》一般平淡讲述，波折的猜想自然留给观者会是更舒畅的体验。,20,1,0
山微漾,2023/4/20 12:58,发挥了剧版的优点，比如类情景喜剧的剧情推进，无处不在的媒介自反性。大的戏剧结构是对《小时代》的戏仿——就差泼一杯酒了，边角处有对影视行业的吐槽。市场不理想可能还是这个IP没有沉积，你拍个两三季再整大电影，用原班人马是情怀，现在用原版人马，咖位不够，没法卖票，免费的剧集和付费的电影还是两类不同产品——估计这部电影的糟糕票房在第二季会成为新的槽点。,40,1,1
Miss想想,2023/4/14 20:37,太喜欢这三个女主了，有笑有泪，跳舞的那段太欢乐了！,50,4,1
婋,2023/4/15 19:48,给这种弔子导演拍的所谓独立女性电影打一星 人人有责,10,13,0
星星??,2023/4/16 15:51,真爽！一个人看的，在里面怎么笑都不尴尬！,50,4,1
光明王后,2023/4/16 11:56,彩排大吵一架但是还是会在正式演出的时候排除万难站在姐妹身边，印象最深的是欢乐中夹带着感动的结尾。,40,0,1
momo（纠结版）,2023/4/15 21:16,"4.5点映场
陈正道会拍的！很好看，看过剧的基础上电影仍给人新鲜感。一贯的生活化轻喜剧风格，轻松幽默中也探讨了女性生活职场中面对的种种问题与抉择，同时姐妹情贯穿其中。片子中悲喜情绪的拿捏与转换也很精准。喜欢原剧风格的就放心大胆去看吧",40,15,1
小莫莫呀呀,2023/4/6 8:08,"个人观感还是可以的，这三姐妹三对情侣各种矛盾还是挺有意思的，虽然我最后没看完，就是中间王者荣耀那一段有点尬。
笑点也还是挺足的，主演也很漂亮，男的看起来也挺舒服。",50,3,1
Morning,2023/4/24 15:55,有一点散乱，但自然的对白和相对接地气的桥段可以很好的遮掩这一点不足，让人看得比较舒服，不过它同时会损失一部分认为电影一定要讲些什么的观众，这会令他们觉得失落。开篇提出的友情点成为第一主题，爱情主题依附于这个，甚至某部分成为职场的矛盾，陈正道是一位很会抓社会话题点的导演，比别的导演要准确，但并不深入，话题只是为了话题，而不是在电影里为了人物、精神或者别的。结尾的情感升华写得是很好的，由约定的自我批评变成对相互的肯定，这种主题升华是生长出来的，而不是靠剧本公式，理性逻辑推导出来的，这一节拍得再好一点就更好了。虽然剧和电影对职场环境都有相对真实的描绘，但在某部分处理方式上仍然没有照顾全面，夏梦显然在最后才明白自己的工作态度有问题，这放在矛盾落脚点太轻松，方欣那边还是隐性强调工作外的social等等,30,0,1
白亦桃,2023/4/9 17:13,4.9点映。生日快乐我的女孩张小花。剧版本身就是非常非常戳我点的，三女主的故事，轻喜剧，有笑点有泪点。电影版延续了剧版故事，就是每次都虐刘净，给我们净姐一个完美的爱情和事业吧！结尾的舞台真的很感动，看完竟然也想学着跳一个（就想想算了,50,1,1
风蚀蘑菇,2023/4/20 20:22,确实是纯粉丝向电影，本粉丝看得非常开心，和后排观众的吐槽结合起来每一个小点都在爆笑。也确实不像个电影，更像电视剧第二季，虽然丝滑流畅有哭有笑，轻松愉快没什么负担，但看完出来也就是7.5左右的分数。最触动我的反而是夏梦和方欣不同的职场困境，一个是兄弟会式的潮人社团（有没有让你想起暴雪的那些指控？），一个是非常girly girl的干练精英群体卷生卷死。他们都没做错什么，就是有意无意地在排斥你，夏梦作为现充/女性的格格不入，方欣因为自己怀孕而“被保护”，那种无所适从感真的很能共情。另外有个bug，在疫情期间应该不能办那么多人的年会吧？前脚密接被拉走，后脚不戴口罩开趴体，真的很割裂啊??,40,0,1
夏日扬帆,2023/4/15 20:49,开头致敬小时代我就瞪大了双眼，最好的还是节奏，节奏太好了，轻松密集，结尾回扣继续教郭导做人，以及，对于疫情的反映使得本片同样是具有“史学”意义的一部电影,40,1,1
nextme,2023/4/17 1:28,看一点就猜到结局的故事，除了方欣，这条线我看到最后也没看懂想表达什么？家庭和事业的平衡也没做到啊，面对婚姻依旧惴惴不安没选择接受啊，所以她到底为什么如释重负了？没懂。还有很多情节我觉得主角的行为真不是正常人能做出来的，答应朋友表演，台下那么多同事，有什么想聊的不能等彩排完了好好聊吗非得在场上说，这合理？夏梦骗kk自己要被拆穿了还恼羞成怒，是你自己选择的从人家爱好下手去接触人家啊，到头来还怪人家不配合你工作，真的很倒打一耙。刘净这条线，我没明白她是怎么从爱情不顺亲情不顺的结果中得出要坚持理想做餐厅的，向东流这个工具人的作用有这么大？我真的报了很大期望去看，感觉想表达的东西主创团队自己都没捋顺吧不然怎么能创造出这么一部四不像呢。,20,4,0
張德開,2023/4/10 3:17,其实没太懂专门拍部电影是为什么 剧情也没有实质性的推进 好看还是好看的 等第二季吧???,40,1,1
欧富贵&LOL,2023/4/14 21:20,点映值得！明明都在笑，为什么最后我哭成一个傻逼！啊啊啊啊啊啊！我需要我的姐妹！陈正道好会！！！,50,3,1
惠子,2023/4/27 15:19,外公出场说想吃红烧肉的时候，我就跟Bork说“这老头后面肯定要死”（午夜观影，全场只有我们两个人），果不其然……充满套路化的电影只能证明比《小时代》强上一点，只有结尾没有强行大团圆，相对松弛，这点还算说得过去。以及现摆着张含韵和王菊在，片尾曲为什么要让毛不易这么一个男的来演唱？况且歌曲跟整部片子的调性一点也不搭。对毛不易、周深等承包影视剧OST的声音彻底厌倦。,20,2,0
